Image Links,BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
https://images.openfoodfacts.org/images/products/500/015/953/2969/front_fr.3.400.jpg,BE-KIND,Dark Chocolate Nuts & Sea Salt - BE-KIND - 3 x 30g,"Snacks,  Sweet snacks"," Sweet snacks,  Bars",": 
Amandes, cacahuètes, enrobage au chocolat noir (sucre, pâte de cacao, beurre de cacao, émulsifiant (lécithine de soja), arôme naturel), fructo-oligosaccharides, miel, sirop de glucose, farine de riz, pâte de cacao, sel marin, émulsifiant (lécithine de soja), lait écrémé en poudre.",Ultra processed foods
https://images.openfoodfacts.org/images/products/841/014/850/9327/ingredients_en.18.400.jpg,Borges,Cacahuete frito - Borges - 250g,"Plant-based foods and beverages,  Plant-based foods"," Peanuts,  Roasted peanuts","amendoins fritos e salgados, amendoins descascadós (origem çacahuetes fried and salted/ ber pingredientes: peeled peanuts (origin: argentina), vegetable oil of sunflower and salt 12%) argentina), vegetable oil of girassol and salt (2%, may contain traces of nuts / pode contervestigios of nuts, cac ame hit fril store in a cool and dry place,  once opened, keep in airtight container and in a cool and dry place and consume within a maximum period of 7 days,/    keep local num fresh and dry, uma vez aberto, keep num ional",Food processing level unknown
https://images.openfoodfacts.org/images/products/501/776/412/8128/front_en.10.400.jpg,Kettle,Sea Salt & Balsamic Vinegar Crisps - Kettle - 130g,"Snacks,  Salty snacks"," Chips and fries,  Crisps","select potatoes, vegetable oils (rapeseed oil, sunflower oil), seasoning with sea salt and balsamic vinegar of modena (sea salt, balsamic vinegar of modena potato maltodextrin, sugar, potato starch, acid: citric acid; natural flavourings).",Ultra processed foods
https://images.openfoodfacts.org/images/products/848/000/016/8467/front_es.63.400.jpg,Hacendado,Datiles - Hacendado - 350g,"Plant-based foods and beverages,  Plant-based foods"," Dates,  Pitted dates",": 
                    
                    Dátiles desecados sin hueso.",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/408/860/026/8958/front_en.3.400.jpg,Aldi,Fruit & Nut Mix - Aldi - 250 g,Dried-fruit-and-nut-mix,Dried-fruit-and-nut-mix,"SWEETENED DRIED CRANBERRIES 20% (Cranberries, Sugar, Sunflower Oil), SULTANAS 20% (Sultanas, Sunflower Oil), GOLDEN RAISINS 20% (Raisins, Sunflower Oil, Preservative (Sulphur Dioxide), WALNUTS 20%, ALMONDS 20%",Processed foods
https://images.openfoodfacts.org/images/products/345/630/001/4051/front_en.9.400.jpg,Jardin bio,Thé vert équitable gingembre citron vert - Jardin bio - 30 g,"Plant-based foods and beverages,  Beverages"," Tea-based beverages,  fr:Preparation-aromatisee-pour-the-biologique","French: 
                    
                    Thé vert* 61,5%, gingembre* 30%, extrait de citron* 6%, extrait de citron vert* 2,5%. *Produits issus de l'agricul ture biologique. 61,5% du total des ingrédients d'origine agricole sont conformes aux standards du commerce équitable.",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/327/277/001/5530/front_fr.10.400.jpg,"Islos, Fromarsac, Savencia",Fromage Grec de Chèvre - Islos - 150g,"Dairies,  Fermented foods"," Goat cheeses,  Greek cheeses","Allergens: 
                    Milk",Food processing level unknown
https://images.openfoodfacts.org/images/products/594/204/511/7013/front_ro.3.400.jpg,Tuborg,Tubourg - tuborg - 500ml,"Beverages,  Alcoholic beverages"," Country specific beers,  Danish beers",The ingredients of the product must be specified in order to determine the NOVA group.,Food processing level unknown
https://images.openfoodfacts.org/images/products/332/977/008/0126/front_fr.3.400.jpg,YOPLAIT,Perle de lait coco - YOPLAIT - 4 x 125 g,Dairies,Dairies,": 
Lait écrémé - Crème - Sucre 6,5% - Noix de coco préparée 2% (Extrait de noix de coco, Noix de coco râpée) - Amidon transformé de riz et de maïs - Poudre de lait écrémé - Jus de citron à base de concentré - Arômes naturels - Épaississant: Gomme guar - Ferments lactiques (Lait).",Ultra processed foods
https://images.openfoodfacts.org/images/products/762/220/150/0573/front_en.3.400.jpg,Philadelphia,Philadelphia - 150g,"Plant-based foods and beverages,  Dairies"," Salted spreads,  Cheese spreads substitutes","almond and oat preparation (water, almond protein 6 %, gluten-free oat bran 3 %), coconut oil, salt, stabiliser (locust bean gum), vegan culture, may contain other nuts",Ultra processed foods
https://images.openfoodfacts.org/images/products/761/070/001/5421/front_fr.10.400.jpg,Ricola,Bonbons aux plantes des Alpes suisses Eucalyptus - Ricola - 50 g,"Snacks,  Sweet snacks"," Confectioneries,  Candies","sweetener (isomalt), peppermint and mint essential oils, eucalyptus essential oil, eucalyptus extract (0.2%) and ricola 13-plant blend, menthol, spirulina color extract, carrot color extract, sweetener (steviol glycosides from stevia)",Ultra processed foods
https://images.openfoodfacts.org/images/products/848/000/023/3592/front_es.3.400.jpg,Hacendado,Pan de molde blanco natural rústico - Hacendado,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Sliced breads","Spanish: 
Harina de trigo,Agua,Levadura,Aceite de girasol,Sal,Vinagre,Fibra vegetal,Harina de cebada malteada tostada,Harina de trigo fermentada",Processed foods
https://images.openfoodfacts.org/images/products/800/844/021/4065/front_en.17.400.jpg,"Peroni, Asahi, Nastro Azzurro",Nastro Azzurro 0.0% - Peroni - 330 ml,"Beverages,  Alcoholic beverages"," Non-alcoholic beverages,  Non-alcoholic beers","Swedish: 
                    
                    Vand, bygmalt, italiensk majs gryn, humle, naturlige smaker",Food processing level unknown
https://images.openfoodfacts.org/images/products/848/000/060/2510/front_es.3.400.jpg,Hacendado,Burger rústico - Hacendado - 330 gr,"Plant-based foods and beverages,  Plant-based foods"," Sliced breads,  es:Burger rústico 100 % integral","Spanish: 
                    
                    Harina integral de trigo (58%), agua, levadura, aceite de girasol, gluten de trigo, sal, emulgentes: E-481 y E-471, harina de haba, conservadores: E-282, E-200 y E-202, estabilizante: goma guar, agente de tratamiento de la harina: ácido ascórbico y aroma.",Ultra processed foods
https://images.openfoodfacts.org/images/products/303/349/000/6396/front_fr.3.400.jpg,Danone,Skyr fraise - Danone - 140g e,"Dairies,  Fermented foods"," Skyrs,  Fruit skyrs","French: 
Lait écrémé (84,9%), sucre (5,4%), fraise (5%), amidon, concentré de carotte noire, arôme naturel, ferments lactiques (lait). Lait : origine France.",Ultra processed foods
https://images.openfoodfacts.org/images/products/761/090/029/9072/front_en.3.400.jpg,natural set yogurt,Onken - natural set yogurt - 450g,"Dairies,  Fermented foods"," Cow milk yogurts,  Natural-yogurt","Yogurt (MILK), Vitamin D. Contains live cultures: Lactobacillus Bulgaricus, Streptococcus Thermophilus, and Bifidobacterium.",Processed foods
https://images.openfoodfacts.org/images/products/406/145/929/0349/front_en.4.400.jpg,Acti leaf (Aldi),Oat Milk - Acti leaf (Aldi),"Plant-based foods and beverages,  Beverages"," Cereal-based drinks,  Oat-based drinks","water, fermented wholegrain oat flakes (12%), sunflower oil, calcium citrates, sea salt, riboflavin, vitamin d, vitamin b12,",Processed foods
https://images.openfoodfacts.org/images/products/006/123/220/2556/front_en.24.400.jpg,Nairns,Dark chocolate chip oat biscuits - nairns - 200 g,"Snacks,  Sweet snacks"," Biscuits,  Chocolate biscuits","Wholegrain Oats 59%, Dark Chocolate Chips 9% (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Soya Lecithin, Natural Vanilla Flavouring), Sustainable Palm Fruit Oil, Brown Sugar, Dark Chocolate Powder 5% (Sugar, Cocoa Mass, Fat Reduced Cocoa Powder), Partially Inverted Refiners Syrup; Lyles Golden Syrup, Dietary Fibre (Oligofructose), Barley Malt Syrup, Raising Agent: Sodium Bicarbonate, Sea Salt, Natural Cocoa Flavouring.",Ultra processed foods
https://images.openfoodfacts.org/images/products/20009847/front_en.49.400.jpg,"Freshona, Lidl",Baked beans - Freshona - 420g,"Plant-based foods and beverages,  Plant-based foods"," Canned common beans,  Canned white common beans","haricot beans 49%, tomatoes 27%, water, sugar, modified maize starch, salt, onion powder, paprika, natural flavourings",Ultra processed foods
https://images.openfoodfacts.org/images/products/20333737/front_en.93.400.jpg,"Alesto, Lidl, The Snack & Nut Company",Cashew-Erdnuss-Mix Honig & Salz - Alesto - 200 g,"Plant-based foods and beverages,  Plant-based foods"," Salted nuts,  Cashew nuts","33% cashews , 32% peanut kernels , sugar, 3% honey, vegetable oils (sunflower, oil palm), gelling agent: gum arabic, 0,8% table salt, glucose syrup, dye: ammonia sugar caramel",Ultra processed foods
https://images.openfoodfacts.org/images/products/20404499/front_fr.12.400.jpg,"Deluxe, Lidl",Acacia honey with honeycomb - Deluxe - 500 g,"Breakfasts,  Spreads"," Acacia honeys,  Liquid honeys","acacia honey, honeycomb (115g /-15g)",Food processing level unknown
https://images.openfoodfacts.org/images/products/20568825/front_en.73.400.jpg,Dulano,Mortadella Bologna IGP - Dulano - 150g,"Meats and their products,  Meats"," Mortadella pure pork,  it:Mortadella Bologna","97% pork, salt, 0.9% pistachios, spices, garlic powder, antioxidant: sodium ascorbate, preservative: sodium nitrite",Processed foods
https://images.openfoodfacts.org/images/products/20696351/front_en.4.400.jpg,Crownfield,Flakes fruit & fibre - Crownfield - 750 g,"Plant-based foods and beverages,  Plant-based foods"," Extruded cereals,  Cereal flakes with fruits","Shredded Wholegrain Wheat, Raisins, Sugar, Banana Chips (Banana, Coconut Oil, Sugar, Natural Banana Flavouring), Apple, Coconut Chips, Barley Malt Extract, Salt, Chopped and Roasted Hazelnuts.",Ultra processed foods
https://images.openfoodfacts.org/images/products/20842253/front_en.78.400.jpg,Envia,Envia - 1 L,"Dairies,  Milks"," Laits à teneur réduite en lactose,  Produits laitiers","semi-skimmed milk, lactase",Processed foods
https://images.openfoodfacts.org/images/products/303/835/259/7609/front_fr.80.400.jpg,"Regia, Panzani, Ebro Foods",Regia couscous moyen 1kg - 1000 g,"Plant-based foods and beverages,  Plant-based foods"," Durum wheat semolinas,  Durum wheat semolinas for couscous","French: 
                    
                    100 % semoule de BLE dur de qualité supérieure. Contient du gluten",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/305/764/043/1098/front_fr.72.400.jpg,"Volvic, Volvic juicy",Fraise - Volvic - 50 cl,"Plant-based foods and beverages,  Beverages"," Flavored waters,  Sweetened beverages","French: 
                    
                    Eau minérale naturelle Volvic (85,5 %), jus de fruits à base de concentré 10,5% (fraise 5,3 %, citron 2,6 %, pomme 2,6 %), sucre (4,1 %), concentré de carotte pourpre, arôme naturel.",Ultra processed foods
https://images.openfoodfacts.org/images/products/310/322/003/3371/front_en.76.400.jpg,Haribo,haribo tagada - 400 g,"Snacks,  Sweet snacks"," Candies,  Gummi candies","sugar, glucose syrup, gelatin, acidifier : citric acid, aroma, dyes : curcumin, carmine dyes, carotenes, plant",Ultra processed foods
https://images.openfoodfacts.org/images/products/316/171/000/0678/front_de.81.400.jpg,"Géramont, Géramont",Geramont - 200g,"Dairies,  Fermented foods"," French cheeses,  Pasteurized cheeses","pasteurized ,quot,cow's milk,quot, ,quot,cream,quot,, cheese cultures, rennet, salt, lactose-free and lactose-content ,lt,0,1 %",Processed foods
https://images.openfoodfacts.org/images/products/316/595/010/9016/front_fr.45.400.jpg,Saupiquet,Filet de thon citron - Saupiquet - 115g,"Seafood,  Fishes and their products"," Fish fillets,  Tuna fillets",": 
                    
                    Filets de thon (65%), eau, huile de tournesol, vinaigre d'alcool, zestes de citron (3%), arôme naturel de citron (1,4%), sel, sucre, arômes, amidon transformé, persil, épaississants : gommes guar et xanthane.",Ultra processed foods
https://images.openfoodfacts.org/images/products/316/595/921/3028/front_fr.42.400.jpg,Saupiquet,Saupiquet - Thon à la Catalane - 270 g (2 * 135 g e),"Seafood,  Fishes and their products"," Meals with fish,  fr:Thons à la Catalane",": 
                    
                    Eau, thon listao* (25%), concentré de tomate (16%), cornichons (9%), carottes, oignons,huile de tournesol, vinaigre,sucre, sel, arôme, amidon transformé de maïs, épaississants: gomme guar et gomme xanthane, épices. *Euthynnus (Katsuwonus) pelamis",Ultra processed foods
https://images.openfoodfacts.org/images/products/316/635/294/0092/front_fr.46.400.jpg,"WW, Weight Watchers",Petites St Jacques et torti - WW - 300 g,"Plant-based foods and beverages,  Plant-based foods"," Torti,  fr:Platss-prepares-a-base-de-mollusques","French: 
                    
                    Pâtes précuites (torti) 31,6% (semoule de blé dur, eau, épinards en poudre, tomates en poudre, huile de colza), noix de Saint Jacques* 21,6%, oignons, eau, poivrons rouges 6,3%, crème fraîche légère 55% (contient lait), courgettes 5,1%, carottes 3,6%, amidon de maïs, ail, huile d'olive vierge, lait écrémé en poudre, arômes naturels (contient:poisson, crustacés, mollusques), sel, aneth 0,2%, épaississant:gomme xanthane, poivre, curcuma, safran.",Ultra processed foods
https://images.openfoodfacts.org/images/products/316/893/000/8347/front_en.41.400.jpg,Doritos,Doritos Goût nature maxi format - 230 g,"Snacks,  Salty snacks"," Crisps,  Corn chips","corn (69%), sunflower oil (16,3%), rapeseed oil (4,1 per cent), salt",Processed foods
https://images.openfoodfacts.org/images/products/317/466/003/1913/front_fr.23.400.jpg,"Béghin Say®, Tereos",Extra fin Béghin-Say® - 1 kg e,"Sweeteners,  Sugars"," Beet sugars,  Caster sugars","French: 
                    
                    sucre, amidon de maïs (1,5%)",Processed culinary ingredients
https://images.openfoodfacts.org/images/products/324/541/295/6355/front_fr.54.400.jpg,Carrefour,Houmous Pois chiche & sésame - Carrefour - 200 g,"Plant-based foods and beverages,  Plant-based foods"," Hummus,  Classic hummus","Cooked chickpea* 50%, water, rapeseed oil, sesame seed paste 12%, salt, acidifier: citric acid, garlic powder, preservative: potassium sorbate, *thawed product, may contain traces of milk, gluten-containing cereals, crustaceans, molluscs, mustard, egg, fish and soybeans",Processed foods
https://images.openfoodfacts.org/images/products/324/541/378/0287/front_fr.100.400.jpg,Carrefour,Rillettes thon - Carrefour - 150 g,"Seafood,  Fishes and their products"," Fish rillettes,  Tuna rillettes",": 
Thon listao (Katsuwonus Pelamis) 47%, huiles végétales en proportion variable (colza, tournesol), poissons 16%, eau, protéines de lait, fécule de manioc, sel, extrait de thon albacore (Thunnus albacares), échalote, jus de citron déshydraté (maltodextrine, jus concentré de citron 0,2%), tomate déshydratée, fibre de blé. 
Peut contenir des traces de crustacés, œufs, soja, céleri, moutarde, mollusques.",Ultra processed foods
https://images.openfoodfacts.org/images/products/327/019/020/7511/front_fr.67.400.jpg,Carrefour,Carottes râpées - Carrefour - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Seasoned grated carrots,  Salads",": 
                    
                    Carottes râpées 80%, eau, huile de colza, vinaigre d'alcool, jus de citron à base de concentré 1,6%, moutarde (eau, graines de moutarde, vinaigre d'alcool, sel), sucre, sel, amidon modifié de pomme de terre, conservateur : sorbate de potassium, épaississant : gomme xanthane, ail en poudre, poivre.",Ultra processed foods
,"Chavroux, Fromarsac, Savencia",Fromage de chèvre - Chavroux - 162 g,"Dairies,  Fermented foods"," Cheeses,  Goat cheeses","pasteurized goat milk and goat cream, salt, natural goat flavor",Food processing level unknown
https://images.openfoodfacts.org/images/products/327/277/009/8960/front_fr.37.400.jpg,"Fromarsac, St Moret, Savencia",Spécialité fromagère au lait pasteurisé - Nature - Fromarsac - 150 g,"Dairies,  Fermented foods"," Pasteurized cheeses,  Cheese spreads",": 
Lait et créme pasteurises (Origine: France), protéines du lait, sel. Fabriqué dans un atelier utilisant des fruits à coque et du lait de chèvre",Ultra processed foods
https://images.openfoodfacts.org/images/products/327/869/350/4083/front_fr.60.400.jpg,Malo,Emprésuré Caramel - Malo - 4*125 g,"Dairies,  Fermented foods"," Caramel junkets,  Flavoured yogurts","pasteurized partly skimmed milk, skimmed condensed milk, caramel 12%, sugar1,4%, rennet",Processed foods
https://images.openfoodfacts.org/images/products/342/155/750/1890/front_fr.58.400.jpg,Terres et Céréales Bio,Muesli croustillant 7 fruits - Terres et Céréales Bio - 1 kg,"Plant-based foods and beverages,  Plant-based foods"," Mueslis with fruits,  Crunchy mueslis with fruits",": 
                    
                    Flocons d'avoine complets* 50%, sucre de canne*, raisins secs* (raisins* 7,9%, huile de tournesol*), huile de tournesol*, billettes de céréales* (riz*, blé*, avoine* 0,3%, sucre de canne*, sel), sirop de riz*, figues séchées* (figues* 3,7%, farine de riz*), lamelles de noix de coco toastées* 3,4%, chips de bananes* (bananes* 2,1%, huile de coprah*, sucre de canne*), farine de blé*, amandes grillées* 2,1%, abricots séchés* (abricots* 1,7%, farine de riz*), noisettes grillées* 1,4%, sirop de malt d'orge*",Processed foods
https://images.openfoodfacts.org/images/products/342/827/194/0028/front_fr.41.400.jpg,Lactel,Lait Demi-écrémé avec Vitamine D - Lactel - 1 L.,"Dairies,  Milks"," Semi-skimmed milks,  UHT Milks","French: 
                    
                    Lait stérilisé UHT, demi-écrémé enrichi en vitamine D
Lait demi-écrémé(orgine France), vitamine D",Food processing level unknown
https://images.openfoodfacts.org/images/products/356/007/024/0258/front_en.98.400.jpg,Carrefour,Dipster Original - Carrefour - 175 g,"Snacks,  Salty snacks"," Crackers,  Salty snacks made from potato","dehydrated potato 49% (contains sulphites), palm vegetable fat, starch (wheat and potato), wheat glucose syrup, salt 1,5%, emulsifiers (mono and diglycerides of fatty acid, rapeseed oil)",Ultra processed foods
https://images.openfoodfacts.org/images/products/356/007/097/3743/front_fr.62.400.jpg,"Carrefour Bio, Carrefour",Huile d'olive vierge extra - Carrefour Bio - 50 cl,"Plant-based foods and beverages,  Plant-based foods"," Extra-virgin olive oils,  Virgin olive oils",": 
                    
                    Huile d'olive vierge extra",Processed culinary ingredients
https://images.openfoodfacts.org/images/products/356/470/087/5162/front_fr.81.400.jpg,NustikaoMarque Repère,Nustikao - NustikaoMarque Repère - 1000 g,"Breakfasts,  Spreads"," Pâtes à tartiner aux noisettes,  Pâtes à tartiner aux noisettes et au cacao","sugar, vegetable oils (palm, rapeseed), hazelnuts 13%, lean cocoa powder 7%, skimmed milk powder 5.5%, whey powder, lactose, emulsifier: lecithins (sunflower), natural vanilla aroma, soy traces",Ultra processed foods
https://images.openfoodfacts.org/images/products/357/149/267/0004/front_fr.92.400.jpg,Maison Briau,Parmentier de saumon - Maison Briau - 750 g,"Seafood,  Meals"," fr:Parmentiers de saumon,  Parmentiers",": 
                    
                    Écrasé de pommes de terre 50% (pommes de terre 40%, crème légère, beurre, huile de tournesol, sel, poivre)
Garniture 50% (saumon Atlantique 25%, oignons, crème légère, lait€ demi-écrémé, poireaux 3,7%, huile de tournesol, fécule de manioc, œufs entiers, sel, zeste de citron 0,1%, persil, ail)",Processed foods
https://images.openfoodfacts.org/images/products/376/003/998/2056/front_fr.79.400.jpg,L'Angélys,Crème glacée Vanille - L'Angélys - 450 g,"Desserts,  Frozen foods"," Ice cream tubs,  Vanilla ice cream tubs",": 
                    
                    Eau, sucre, lait demi écrémé, jaune d’œuf de poules élevées en plein air 8%, crème, sirop de glucose, poudre de lait écrémé, beurre concentré, gousses de vanille Bourbon 0,45%, émulsifiant : mono-et diglycérides d'acides gras de colza, stabilisants:farines de graines de caroube et de guar.",Ultra processed foods
https://images.openfoodfacts.org/images/products/376/012/296/5546/front_fr.37.400.jpg,Michel et Augustin,Sablés apéritif brebis tomates piment - Michel et Augustin - 100 g,"Snacks,  Salty snacks"," Biscuits-aperitifs-fourres-au-fromage,  Snacks-sales",": 
                    
                    3 cuillères à soupe de farine de blé, 1 noix de beurre 29,6 %, 1 cuillère d'amidon de blé, de l'Ossau fraty AOP râpé 10 %, 1 larme d'oeufs frais de poules élevées en plein air 6%, quelques flocons de tomates déshydratées 4%, du sucre roux de canne, de l'arôme naturel (contient du lait), du sel de Guérande 1,4%, une pincée de poivre blanc et un soupçon de piment d'Espelette AOP 0,08%. !",Food processing level unknown
https://images.openfoodfacts.org/images/products/500/015/941/9123/front_fr.42.400.jpg,Balisto,Balisto Miel Amandes x9 - 167 g,"Snacks,  Sweet snacks"," Bars covered with chocolate,  Chocolate covered bars with milk and cereals",": 
                    
                    Sucre, céréales complètes (19%) (flocons d'avoine complet, farine de blé complète, farine d'orge complète), huile de tournesol, farine de blé, beurre de cacao, amandes (5.0%), pâte de cacao, lait écrémé en poudre, matière grasse de karité, lactose, matière grasse du lait, émulsifiants (lécithine de soja, mono - et diglycérides d'acides gras, stéaroyl-2-lactylate de sodium), matière grasse de palme, sel, poudre à lever (carbonate de sodium), huile de noix de coco, miel, arômes naturels, extrait naturel de vanille.",Ultra processed foods
https://images.openfoodfacts.org/images/products/500/043/633/8826/front_en.3.400.jpg,Tesco,Semi- Skimmed Milk 1.136Ltr / 2 Pints - Tesco,"Dairies,  Milks"," Milks,  Semi-skimmed milks",semi-skimmed milk,Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/501/004/400/0275/front_en.23.400.jpg,Warburtons,Toastie White Bread - Warburtons - 400g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  White breads","wheat flour [with calcium, iron, niacin (b3) and thiamin (b1)), water, yeast, salt, vegetable oil (rapeseed, sustainable palm), soya flour, preservative: calcium propionate (added to inhibit mould growth), emulsifiers: e481, e472e, flour treatment agent: ascorbic acid (vitamin c), suitable for vegetarians",Ultra processed foods
https://images.openfoodfacts.org/images/products/503/886/213/3838/front_fr.82.400.jpg,Innocent,"Pure orange juice with pulp 100% oranges pressed - Innocent - 1,5 L","Plant-based foods and beverages,  Beverages"," Squeezed juices,  Squeezed orange juices","19 oranges pressed (100%).
Nothing else.",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/506/013/943/0364/front_en.28.400.jpg,BEAR,Yoyos Strawberry Multipack 5 x - BEAR - 5x20g,"Snacks,  Sweet snacks"," Sweet snacks,  Confectioneries","apples, pears, strawberries, a little black carrot extract absolutely nothing else we bake 380g of apples, 205g of pears & 65g of strawberries per 100g of yoyos lear the same natural 1 pack sugars as an apple",Processed foods
https://images.openfoodfacts.org/images/products/541/118/809/1912/front_en.29.400.jpg,Alpro,Soya Original Drink - Alpro - 1l,"Plant-based foods and beverages,  Beverages"," Sweetened beverages,  Sweetened plain soy-based drinks","soy base (water, peeled soy beans (8%)), sugar, acidity regulators (potassium phosphates), calcium carbonate, flavor, sea salt, stabiliser (gellan gum), vitamins (b2, b12, d2)",Ultra processed foods
https://images.openfoodfacts.org/images/products/54491496/front_en.44.400.jpg,"The Coca-Cola Company, Coca-Cola, Diet Coke, Tiffin Sandwiches",Diet coke - The Coca-Cola Company - 500 ml,"Beverages,  Carbonated drinks"," Diet cola soft drink,  Sweetened beverages","csd water, caramel color, aspartame, phosphoric acid, potassium benzoate (to protect taste), natural flavors, citric acid, caffeine, contains phenylalaline 
water gazeifiée, caramel colour e150d, sweeteners : aspartame, acesulfame k, flavourings, natural caffeine, phosphoric acid, citric acid",Ultra processed foods
https://images.openfoodfacts.org/images/products/761/040/008/4895/front_fr.50.400.jpg,Lindt,Lindt Chocoletti Lait praliné noisettes - 100 g,"Snacks,  Sweet snacks"," Chocolates with extra fine milk,  Filled milk chocolates","French: 
                    
                    sucre, praliné noisette (20%) (noisettes, sucre), beurre de cacao, poudre de lait, noisettes (7%), pâte de cacao, lactose, matière grasse végétale (palme, karité), poudre de lait écrémé, émulsifiant (lécithine de soja), extrait de malt d'orge, amandes, arômes.",Ultra processed foods
https://images.openfoodfacts.org/images/products/807/680/954/2753/front_en.43.400.jpg,"Mulino Bianco, Mulino Bianco, Barilla",Pan Goccioli - Mulino Bianco - 336 g,"Plant-based foods and beverages,  Plant-based foods"," Brioches,  Brioche filled with chocolate drops","soft wheat flour type ,quot,0', water, chocolate 13,2% (sugar, cocoa paste, cocoa butter, aroma, emulsifier: sunflower lecithin), fresh eggs 8,8%, sunflower oil 5,8%, sugar 5%, glucose syrup-fruit, sourdough (wheat) 2,5%, wheat gluten , flavorings, yeast, andmulsifiers: mono and digcecerridic of fatty acids, salt, salt, salt, salt, salt, salt, salt, salt, salt, salt, salt, salt",Ultra processed foods
https://images.openfoodfacts.org/images/products/841/037/601/6789/front_en.103.400.jpg,Gullón,Digestive Classic - Gullón - 400 g,"Snacks,  Sweet snacks"," Biscuits,  Wafers","whole wheat flour, vegetable oil (high oleic sunflower), sugar, glucose and fructose syrup, wheat starch, wheat bran, raising agents (sodium and ammonium bicarbonate), salt",Ultra processed foods
https://images.openfoodfacts.org/images/products/841/078/914/0118/front_en.38.400.jpg,Hacendado,Tofu firme - Hacendado - 400 g,"Plant-based foods and beverages,  Plant-based foods"," Tofu,  Plain tofu","water, soy beans, gelling products (magnesium chloride (of marine origin (nigari)), calcium chloride)",Processed foods
https://images.openfoodfacts.org/images/products/841/260/002/8513/front_es.19.400.jpg,"Bimbo, Oroweat",Pan de Pipas de Girasol y Calabaza Oroweat - Bimbo - 680 g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Wholemeal breads","whole wheat flour, water, yeast, wheat flour, sunflower seeds (3.5%), sugar, wheat gluten, chopped oats, sesame seeds, pumpkin seeds (2.0%), poppy seeds (1.7%), vegetable oil (sunflower), salt, preservatives (e-282, e-200, e-202), wine vinegar, emulsifiers (e-481, e-472e), flour treatment agent (e-300,e-341)",Ultra processed foods
https://images.openfoodfacts.org/images/products/848/000/009/3561/front_es.37.400.jpg,Hacendado,Muesli Crunchy Fruta - Hacendado - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Desayunos,  Mueslis con frutas","Spanish: 
Cereales (53%) [copos de avena (gluten), copos de maíz (maíz, azúcar, sal, emulgente (mono - y diglicéridos de ácidos grasos) vitaminas (niacina, ácido pantoténico, vitamina B6, riboflavina, tiamina, ácido fólico, biotina, vitamina B12), sales de hierro, antioxidantes (extracto rico en tocoferoles, galato de propilo, palmitato de ascorbilo)), copos de arroz tostados (arroz, azúcar, extracto de malta de cebada (gluten), sal, emulgente (mono - y diglicéridos de ácidos grasos)), harina de trigo (gluten), fibra de avena (gluten)], frutas deshidratadas en proporción variable (20%) (uvas pasas, coco, banana, azúcar, papaya, manzana, aceite de coco, piña, aromas, aceite de algodón, corrector de la acidez (E-330), conservador (dióxido de azufre (sulfitos)), azúcar, aceite refinado de girasol, melaza, sal, aroma. Trazas de leche, frutos de cáscara, cacahuete, soja, sésamo.",Ultra processed foods
https://images.openfoodfacts.org/images/products/848/000/014/0159/front_es.55.400.jpg,Hacendado,Tortitas de maiz 54% chocolate negro - Hacendado - 130 g,"Plant-based foods and beverages,  Plant-based foods"," Puffed corn cakes,  Puffed corn cakes with black chocolate","dark chocolate (54%) [sugar, cocoa paste, cocoa butter, lactose (milk), anhydrous milk fat (milk), emulsifier (soy lecithin), flavoring), corn (45%), salt, high oleic sunflower oil",Ultra processed foods
https://images.openfoodfacts.org/images/products/848/000/032/5242/front_es.65.400.jpg,Hacendado,Aroma de Vainilla - Hacendado - 150ml,"Plant-based foods and beverages,  Plant-based foods"," fr:Arômes pâtisserie,  Vanilla extract","Spanish: 
                    
                    Agua, aroma (contiene leche), espesante: E-466 y colorante: caramelo.",Ultra processed foods
https://images.openfoodfacts.org/images/products/848/000/082/4172/front_en.4.400.jpg,Hacendado,Panecillos tostados multicereales - Hacendado - 250 g,"Plant-based foods and beverages,  Plant-based foods"," Toasted bread rolls,  Wholemeal breads","wheat flour, cereal and seed mix 7 % (flax seeds, millet seeds, wheat flakes, oat flakes, sunflower pipes), high oleic sunflower oil, sesame, wheat bran, yeast, azücar, wheat gluten, sunflower pipes, salt, dextrose and bread improver (wheat flour, anti-caking plant e-170i, emulsifier e-472e, malt extract (barley),  antioxidant e-300 and enzymes)",Ultra processed foods
