Image Links,BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
https://images.openfoodfacts.org/images/products/317/853/040/3022/front_en.125.400.jpg,Bonne maman,"Bonne Maman - Chocolate Caramel Tarts, 135g (4.8oz) - 135 g","Snacks,  Sweet snacks"," Tartlets,  fr:Tartelettes au caramel","Soft wheat flour, milk chocolate 27% (sugar, cocoa butter, whole milk powder, cocoa mass, emulsifier: lecithins (soya), natural vanilla flavour), caramel 20% (glucose syrup, invert sugar syrup, butter, sweetened condensed milk, salt, sugar, emulsifier: lecithins (soya), natural flavouring), sugar, butter, fresh eggs, skimmed-milk powder, salt, raising agents: sodium carbonates and citric acid. May contain nuts and sesame seeds.",Ultra processed foods
https://images.openfoodfacts.org/images/products/322/982/078/9835/front_fr.79.400.jpg,Bjorg,Galette céréales et légumes du soleil - Bjorg - 200 g (2 * 100 g),"Plant-based foods and beverages,  Plant-based foods"," Vegetarian patties,  Cereals and vegetables patties","French: 
                    
                    Millet* cuit 23%, Boulgour* cuit (blé) 18%, Purée de tomate* 17%, Courgettes* 11%, Oignons* 8,9%, Poivrons* 7,8%, Farine de blé*, Huile de tournesol* désodorisée, Graines de lin doré*, Huile d'olive* vierge extra, Sel marin, Herbes de Provence*, Poivre noir*. Peut contenir des traces de fruits à coque, graines de sésame et soja. *Ingrédients biologiques.",Processed foods
https://images.openfoodfacts.org/images/products/336/839/000/0985/front_fr.43.400.jpg,Armor Délices,MADELEINE - Armor Délices - 430 g,"Snacks,  Desserts"," Cakes,  Madeleines",": 
                    
                    Sucre, farine de blé, beurre pâtissier 25 % , oeufs frais 24%, lait demi-écrémé, dextrose, sel, poudres à lever (diphosphates, carbonates de Sodium, correcteur d'acidité : acide citrique), maltodextrine, arôme naturel, poudre de lactoserum, amidon de blé, colorant: caroténoïdes.",Ultra processed foods
https://images.openfoodfacts.org/images/products/338/739/001/9995/front_fr.93.400.jpg,"Nestlé, Lion",Lion caramel et chocolat - Nestlé - 400 g,"Plant-based foods and beverages,  Plant-based foods"," Extruded cereals,  Cereals with caramel","French: 
BLE complet 41,3%, farine de BLE, sucre, sirop de glucose, huile de palme, chocolat 3,0% (cacao maigre en poudre, pâte de cacao, sucre), LAIT concentré sucré (LAIT, sucre), carbonate de calcium, sel, arômes naturels, émulsifiant : lécithine de tournesol, sirop de sucre caramélisé, fer, vitamines B3, B5, D, B6, B1, B2, B9. Peut contenir des ARACHIDES et FRUITS A COQUE.",Ultra processed foods
https://images.openfoodfacts.org/images/products/342/155/750/1975/front_fr.61.400.jpg,Terres et Céréales BIO,müesli croustillant duo pépites - Terres et Céréales BIO - 100,"Plant-based foods and beverages,  Plant-based foods"," Mueslis with chocolate,  Mueslis with fruits",": 
                    
                    flocons d'avoine, sucre de canne, billes de céréales (riz, blé, avoine), miel, chocolat au lait, flocons de blé ,d'orge et seigle complets, huile de tournesol, farine de blé, noix de coco séchée, amandes grillées, graines de sésame, pétales de maïs",Processed foods
https://images.openfoodfacts.org/images/products/345/179/093/4865/front_en.21.400.jpg,"Elle & Vire, Savencia",Le Beurre de la laiterie de Condé-sur-Vire Doux (82% MG) - Elle & Vire - 250 g,"Dairies,  Fats"," Unsalted butters,  Sweet cream butters","French: 
BEURRE (Lait : Origine Normandie)",Processed culinary ingredients
https://images.openfoodfacts.org/images/products/356/470/711/7203/front_en.83.400.jpg,"Bio Village, Marque Repère",Lait amande sans sucres - Bio Village - 1 l,"Plant-based foods and beverages,  Beverages"," Unsweetened beverages,  Almond-based drinks","water, almond 2,8%, cassava starch, lithothamnium calcareum seaweed, natural, thickening aroma: carob seed flour, salt,
ingredients from organic farming",Processed foods
https://images.openfoodfacts.org/images/products/400/054/000/0108/front_en.124.400.jpg,"Kölln, Kölln",Köllnflocken Haferflocken Blütenzart - Kölln - 500g,"Plant-based foods and beverages,  Plant-based foods"," Rolled flakes,  Rolled oats",whole grain oats,Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/40876191/front_fr.24.400.jpg,Alesto,nuss-beeren-mix - Alesto - 150g,"Plant-based foods and beverages,  Plant-based foods"," Golden berries,  Snacks sucrés",": 
                    
                    29% cacahuètes frites (28% * arachides, 0.9*% huile d'arachides, sel), 13% physalis séché, 13% rhubarbe, 10% sucre, 10%* bananes, 8% amandes, 7,2% canneberge, 6% jus de pommes¹ concentré, huile de coco, 0,9% sucre en poudre, dextrose, huile de tournesol, 0,2% miel de fleur, sel, arôme de banane. *rapporté au produit fini. Traces éventuelles d'autres fruits à coque, de graines de sésame et de soja. Conditionné sous atmosphère protectrice.",Ultra processed foods
https://images.openfoodfacts.org/images/products/506/008/870/5940/front_en.23.400.jpg,Nākd,Blueberry Muffin Myrtilles - nākd - 35 g,"Snacks,  Sweet snacks"," Bars,  fr:Barres aux fruits","dates 58%, cashews 15%, raisins 15%, almonds 10%, blueberries 2%, natural flavouring",Ultra processed foods
https://images.openfoodfacts.org/images/products/800/247/002/3147/front_fr.52.400.jpg,Carapelli,Huile d'olive vierge extra Vivace - Carapelli - 0.75 L,"Plant-based foods and beverages,  Plant-based foods"," Extra-virgin olive oils,  Virgin olive oils","French: 
                    
                    huile d'olive vierge extra",Processed culinary ingredients
https://images.openfoodfacts.org/images/products/807/680/951/2268/front_de.218.400.jpg,"Barilla, Nudeln, Barilla Pasta, Pasta",Barilla Girandole No. 34 - 500g,"Plant-based foods and beverages,  Plant-based foods"," Dry pastas,  Durum wheat pasta","German: 
Hartweizengrieß, Wasser",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/807/680/951/3692/front_en.204.400.jpg,Barilla,Napoletana - Barilla - 400g,"Condiments,  Sauces"," Food,  Groceries","tomato pulp 66%, tomato concentrate 10%, onions 7%, water, carrots 3,5%, sunflower oil, sugar, salt, garlic 0,5%, thyme 0,4%, chives 0,2%, parsley 0,2%, aromas, black pepper 0,01%",Ultra processed foods
https://images.openfoodfacts.org/images/products/807/680/951/4439/front_fr.79.400.jpg,Barilla,Pâtes coquillettes 1kg - Barilla - 1 kg,"Plant-based foods and beverages,  Plant-based foods"," fr:Coquillettes,  fr:Coquillettes de blé dur","durum wheat semolina, water",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/841/007/660/0790/front_en.28.400.jpg,Nature valley,Nature Valley S&N Oats & Honey 5X42g - 210 g,"Snacks,  Sweet snacks"," Bars,  Cereal bars","whole grain rolled oats (59%), sugar, sunflower oil, honey (2%), salt, molasses, emulsifier: sunflower lecithin, raising agent: sodium bicarbonate",Ultra processed foods
https://images.openfoodfacts.org/images/products/90357473/front_fr.85.400.jpg,Coca-Cola,Cola Zero - Coca-Cola - 150 ml,"Beverages,  Carbonated drinks"," Diet sodas,  Diet cola soft drink","sparkling water, e150d dye, e338-e331 acidifiers, sweeteners: aspartame, acesulfame k, plant extracts, caffeine",Ultra processed foods
https://images.openfoodfacts.org/images/products/20055431/front_fr.39.400.jpg,SAVEURS DE NOS RÉGIONS,Gâche tranchée - SAVEURS DE NOS RÉGIONS - 500g,"Snacks,  Sweet snacks"," Pure butter brioche,  fr:Brioches tranchées",": 
                    
                    Farine de blé, sucre, beurre concentré (lait) (soit 12% en beurre reconstitué (lait), œufs frais, eau, 5% crème fraîche (lait), levain (farine de blé, eau, sel), levure, sel, arômes naturels de vanille (contient blé et alcool), émulsifiants : mono - et diglycérides d'acides gras, stéaroyl-2-lactylate de sodium ; gluten de blé.",Ultra processed foods
https://images.openfoodfacts.org/images/products/308/368/109/4923/front_fr.57.400.jpg,Cassegrain,Haricots Verts 100G environ 25 cal - Cassegrain - 220 g,"Plant-based foods and beverages,  Plant-based foods"," Canned legumes,  Canned green beans","extra-fine green beans 54%, water, salt, bell onion 0.2%",Processed foods
https://images.openfoodfacts.org/images/products/356/007/119/0965/front_fr.82.400.jpg,"Carrefour Bio, Carrefour",Flocons d'avoine - Carrefour Bio - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Rolled flakes,  Rolled oats",100% complete oatmeal,Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/594/226/200/0020/front_ro.4.400.jpg,Perla Harghitei,Apa Minerala Naturala Imbogatita Cu Dioxid De Carbon De La Sursa - Perla Harghitei - 2 L,"Beverages,  Waters"," Non-alcoholic beverages,  Natural mineral waters","Romanian: 
                    
                    Calciu 109 Magneziu 44,9 Potasiu 8,82 Hidrogencarbonaţi 624 Cloruri 16.9 Sulfati 1.28 Sodiu 59.4 CO minim 3.500",Food processing level unknown
https://images.openfoodfacts.org/images/products/405/648/900/9191/front_en.59.400.jpg,Chef Select,Premium Tortellini Ricotta & Spinach - Chef Select - 250 g,"Plant-based foods and beverages,  Plant-based foods"," Tortellini ricotta & spinach,  Tortelloni","53% Ricotta Soft Cheese and Spinach Filling (35% Ricotta Soft Cheese (Milk) (contains Acid: Citric Acid), 20% Spinach, Dried Potato Flakes [Potato, Antioxidant: Extracts of Rosemary], Breadcrumbs [Wheat Flour, Yeast, Salt], Rapeseed Oil, Whey Powder (Milk), 5% Mascarpone Soft Cheese (Milk) (contains Acid: Citric Acid), Hydrogenated Rapeseed Oil, Rice Flour, Iodised Salt [Salt, Potassium Iodide], Natural Flavouring (contains Milk), Garlic Purée [Garlic, Salt], Ground Nutmeg), 47% Egg Pasta (Wheat Flour, 30% Egg, Durum Wheat Semolina).",Ultra processed foods
https://images.openfoodfacts.org/images/products/408/860/006/0941/front_en.3.400.jpg,Aldi- emporium,Greek 0% - Aldi- emporium,"Dairies,  Fermented foods"," Yogurts,  Greek-style yogurts",Milk,Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/506/019/864/1251/front_en.3.400.jpg,Crosta & Mollica,Crosta & Mollica Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil - 300g,"Plant-based foods and beverages,  Plant-based foods"," Wheat breads,  Wheat flatbreads","Wholemeal Wheat Flour (35%)*, Wheat Flour"", Water, Extra Virgin Olive Oil (8%)*, Salt. Organic.",Processed foods
https://images.openfoodfacts.org/images/products/570/197/755/0554/front_en.31.400.jpg,Naturli,Vegan Spreadable - Naturli - 450 g,"Plant-based foods and beverages,  Plant-based foods"," Vegetable fats,  Margarines","rapeseed oil* (39%), water,coconut oil* (22%), shea butter oil*(13%), almond*(2%), salt, emulsifier(sun - flower lecithin*), carrot juice*,lemon juice*, natural sunflower oil flavour, *organic may contain traces of nuts",Ultra processed foods
https://images.openfoodfacts.org/images/products/366/060/308/1904/front_fr.3.400.jpg,Bénédicta,Mayonnaise Bénédicta comme à la maison,"Condiments,  Sauces"," Mayonnaises,  Groceries","rapeseed oil 77, dijon mustard 8.2% (water, mustard seeds, alcohol vinegar, salt, egg yolks of hens raised in the open air pasteurized 6.9%, vinegars (alcohol vinegar, white wine vinegar), salt 0.9%, concentrated lemonabase juice, spices 0.3% (white pepper, turmeric, paprika)",Processed foods
https://images.openfoodfacts.org/images/products/317/568/127/2934/front_fr.32.400.jpg,"Gerblé, Gerblé Bio",Biscuits Petit déj Bio Céréales Miel - Gerblé - 132g,"Snacks,  Sweet snacks"," Biscuits and cakes,  Biscuits","French: 
                    
                    Flocons d'avoine 33%, farine complète de grand épeautre (blé) 18,19%, farine complète de blé,  de meule 16,2% huile de tournesol oléique'"", sucre de canne,  riz 5,39%, miel  5,3%, avoine '0,5%, poudres à lever (acide citrique, carbonates de sodium), sirop de malt d'orge ""Ingrédients issus de l’agriculture biologique",Processed foods
https://images.openfoodfacts.org/images/products/408/860/026/9634/front_en.5.400.jpg,Marmite,Mighty Yeast Extract - marmite,"Spreads,  Salted spreads"," Salted spreads,  Yeast extract spreads","yeast extract (88%), salt, water, niacin, thiamin, folic acid, riboflavin, vitamin b12",Processed foods
https://images.openfoodfacts.org/images/products/872/180/040/0549/front_fr.30.400.jpg,Leerdammer,Leerdammer le moelleux 6 tranches 150g - 150 g,"Dairies,  Fermented foods"," Cheeses,  Sliced cheeses","pasteurized partially skimmed milk, creme, salt, lactic ferments, microbial coagulant enzyme",Processed foods
https://images.openfoodfacts.org/images/products/317/853/042/3136/front_fr.22.400.jpg,Bonne Maman,Petits chocos - Bonne Maman - 250 g,"Snacks,  Sweet snacks"," Biscuits,  Filled biscuits","French: 
                    
                    Farine de blé tendre, sucre, beurre pâtissier, huile de colza, chocolat au lait 5% (sucre, lait entier en poudre, beurre de cacao, pâte de cacao, émulsifiant : lécithines (soja)), huile de toutnesol, lait écrémé en poudre, beurre de cacao, pâte de noisettes, sirop de sucre inverti, pâte de cacao, cacao en poudre, lait entier en poudre, poudres à lever : carbonates d'ammonium et de sodium et acide citrique, arômes naturels (lait), sel, fibres de blé, arôme naturel de vanille, émulsifiant : lécithines (soja).",Ultra processed foods
https://images.openfoodfacts.org/images/products/061/232/200/0127/front_en.22.400.jpg,Nairns,Super Seeded Oatcakes - Nairns - 200 g,"Snacks,  Salty snacks"," Appetizers,  Crackers","Organic Wholegrain Oats (74%), Organic Brown Flaxseed (8%), Organic Sunflower Seeds (6%), Organic Sustainable Palm Fruit Oil, Organic Sunflower Oil, Organic Chia Seeds (Salvia hispanica) (2%), Sea Salt, Raising Agent: Sodium Bicarbonate",Processed foods
https://images.openfoodfacts.org/images/products/20013615/front_en.62.400.jpg,Primadonna,Huile d'olive - Primadonna - 750ml,"Plant-based foods and beverages,  Plant-based foods"," Extra-virgin olive oils,  Virgin olive oils",extra virgin olive oil,Processed culinary ingredients
,Combino,Sauce Tomate Napolitaine - Combino - 400ml,"Plant-based foods and beverages,  Plant-based foods"," Tomato sauces with vegetables,  Groceries","70% of crushed tomatoes, double concentrate tomatoes, 6% onion, 5,5% in carrots, sunflower oil, sugar, salt, modified starch corn",Processed foods
,"Istara, SNC Pyrénéfrom, Lactalis",Istara - 180g,"Dairies,  Fermented foods"," Sheep's-milk cheeses,  Ossau-Iraty cheeses",pasteurized sheep milk cheese,Processed foods
https://images.openfoodfacts.org/images/products/303/222/006/1100/front_en.82.400.jpg,"Président, Lactalis",PRESIDENT BURGER CHEDDAR EMMENTAL 12 TRANCHES 200g - 0.2 kg,"Dairies,  Fermented foods"," Sliced cheeses,  Melted cheese","cheese (7%, cheddar 7%), reconstituted skim milk, butter, whey, milk protein, melting salts (e452, e450), thickening (e407), aroma, salt, preservative (e202), dye (rocou)",Ultra processed foods
,Coca cola,Coca cola - 500ml,"Beverages,  Carbonated drinks"," Sweetened beverages,  fr:Coca","carbonated water
overlay 
dye
e150d
acidifier
phosphoric acid
natural flavours
of which caffeine",Ultra processed foods
https://images.openfoodfacts.org/images/products/322/802/200/0298/front_fr.71.400.jpg,Président,Beurre Léger - Président - 250 g,"Dairies,  Fats"," Butters,  Light butter","Water, butter, modified starch, gelatin, acidifier: lactic acid, salt, emulsifier: E471, preservative: potassium sorbate, colouring: beta carotene, vitamine A and E, natuaral flavour.",Ultra processed foods
https://images.openfoodfacts.org/images/products/325/297/159/5857/front_fr.85.400.jpg,"Alpina Savoie, Alpina",Les Crozets au Sarrasin - Alpina Savoie - 400 g,"Meats and their products,  Prepared meats"," fr:Charcuteries diverses,  Pâté","high quality durum wheat semolina, soft wheat flour from the savoy region, buckwheat flour 17%, fresh free-range eggs france, salt",Processed foods
https://images.openfoodfacts.org/images/products/325/622/171/2155/front_fr.68.400.jpg,U,Huile d'olive vierge extra - U - 1 l,"Plant-based foods and beverages,  Plant-based foods"," Extra-virgin olive oils,  Virgin olive oils","French: 
                    
                    Huile d'olive vierge",Processed culinary ingredients
https://images.openfoodfacts.org/images/products/501/004/400/0121/front_en.51.400.jpg,Warburtons,Toastie Thick Sliced Soft White Bread - Warburtons - 800 g,"Plant-based foods and beverages,  Plant-based foods"," White breads,  Sliced white bread","Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Salt, Vegetable Oils (Sunflower, Rapeseed and Sustainable Palm in varying proportions), Soya Flour, Preservative: Calcium Propionate; Emulsifiers: E481, E472e; Flour Treatment Agent: Ascorbic Acid Nitamin CI SUTARLE OR",Ultra processed foods
https://images.openfoodfacts.org/images/products/506/009/203/0687/front_en.58.400.jpg,"Lizi's, Carex",Granola low sugar - Lizi's - 500g,"Plant-based foods and beverages,  Plant-based foods"," Breakfast cereals,  Mueslis","Wholegrain oat flakes (65%), nuts (12%) [almond pieces, cashew nut pieces, hazelnut pieces, walnut pieces], rapeseed oil, seeds (7%) [pumpkin, sunflower], desiccated coconut, fructose, black treacle.",Processed foods
https://images.openfoodfacts.org/images/products/541/004/100/0900/front_en.67.400.jpg,"LU, Mondelez International",Tuc original - Biscuits salé - LU - 75 g e,"Snacks,  Salty snacks"," Appetizers,  Crackers","wheat flour, sunflower oil 17%, barley malt extract, glucose syrup, baking powder (ammonium carbonates, sodium carbonates), salt, eggs, flavoring, flour processing agent sodium sulphites), emulsifier (sunflower lecithin)",Ultra processed foods
https://images.openfoodfacts.org/images/products/541/004/142/3600/front_fr.55.400.jpg,"LU, Mondelez, Prince",Prince goût chocolat - LU - 10 x 40 g,"Snacks,  Sweet snacks"," Chocolate biscuits,  Filled biscuits",": 
                    
                    Céréale 50,1 % (farine de blé 34,7 %, farine complète de blé 15,4 %), sucre, huile végétales (palme, colza), cacao maigre en poudre 4,5 %, sirop de glucose, amidon de blé, poudre à lever (carbonate acide d'ammonium, carbonate de sodium, diphosphate disodique), émulsifiants (lécithine de soja, lécithine de tournesol), sel, lait écrémé en poudre, lactose et protéines de lait, arôme.",Ultra processed foods
https://images.openfoodfacts.org/images/products/800/150/500/3529/nutrition_en.81.400.jpg,Rigoni di Asiago,Rigoni di Asiago - 350 g,"Breakfasts,  Spreads"," Cocoa and hazelnuts spreads,  fr:nocciolata","cane sugar, hazelnut paste 18,5%, sunflower oil, skim milk powder, lean cocoa powder 6,5%, cocoa butter, emulsifier: soy lecithins, vanilla extract",Ultra processed foods
https://images.openfoodfacts.org/images/products/842/310/221/0153/front_en.39.400.jpg,Anitin,Snack de Pan con pipas - Anitin - 166 g,"Plant-based foods and beverages,  Plant-based foods"," Colines,  Panes","wheat flour (gluten), high oleic sunflower oil (18%), sunflower seeds (16%), yeast and salt",Processed foods
https://images.openfoodfacts.org/images/products/848/000/051/2031/front_es.51.400.jpg,"Hacendado, Entrepinares",Suave - Hacendado - 300 g,"Dairies,  Fermented foods"," Pasteurized cheeses,  Cheese spreads","Spanish: 
Leche pasteurizada de vaca, nata pasteurizada de vaca, sal, estabilizantes (goma garrofín, alginato sódico, carragenano), conservador (sorbato potásico) y fermentos lácticos.",Ultra processed foods
https://images.openfoodfacts.org/images/products/405/648/909/5897/front_fr.34.400.jpg,"PRIMADONNA, LIDL",Huile d'olive vierge extra origine Espagne extraite à froid bio - PRIMADONNA - 500ml,"Plant-based foods and beverages,  Plant-based foods"," Extra-virgin olive oils,  Virgin olive oils","100% extra virgin olive oil*, *ingredient from organic farming",Processed culinary ingredients
https://images.openfoodfacts.org/images/products/501/835/701/2350/front_en.32.400.jpg,Dorset cereals,Gloriously nutty muesli - Dorset cereals - 500g,"Plant-based foods and beverages,  Plant-based foods"," Mueslis,  Mueslis with fruits","Wholegrain wheat flakes, nuts (whole almonds 9%, cashew nuts 4%, roasted whole hazelnuts 3.5%, chopped brazil nuts 1.5%), dried fruit 15% (chopped dates, diced dried apricots (apricots, preservative (sulphur dioxide)), raisins, golden raisins (golden raisins, preservative (sulphur dioxide))), wholegrain toasted wheat flakes, barley flakes, wholegrain oat flakes, pumpkin seeds, flavoured oat flakes (oat flakes, natural flavouring).",Ultra processed foods
https://images.openfoodfacts.org/images/products/40144382/front_en.113.400.jpg,Storck,Knoppers - Storck - 25g,"Snacks,  Sweet snacks"," Waffles,  Stuffed waffles",957 eur et dans napchtigkeit schutzen! 4014 4382 1kg 12.02.24 GF421 Wave 433 www.kn STORCK Sironast,Ultra processed foods
https://images.openfoodfacts.org/images/products/356/470/662/4467/front_en.68.400.jpg,"Grainéa, Marque Repère, Leclerc",Flocons d'avoine - Grainéa - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Rolled flakes,  Rolled oats",oatmeal,Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/405/648/916/7037/front_en.40.400.jpg,Alesto,Cranberries - Alesto - 250 g e,"Plant-based foods and beverages,  Plant-based foods"," Cranberries,  Dried cranberries",": 
                    
                    66% canneberges, 33,5% sucre, huile de tournesol. Peut contenir des traces de fruits à coque (noix de cajou, noisettes, amandes, noix, noix de pécan, noix du Brésil, pistaches, noix de Macadamia) et d'arachides.",Processed foods
https://images.openfoodfacts.org/images/products/507/000/012/6548/front_en.3.400.jpg,Bio & Me,Gut-loving granola - Bio & Me - 360g,"Plant-based foods and beverages,  Plant-based foods"," Breakfast cereals rich in fibre,  Breakfast cereals rich in fibre fortified with vitamins and chemical elements","Wholegrain Oats (48%), Seeds (10%) (Sunflower, Pumpkin, Brown Linseed, Chia (Salvia Hispanica), Nuts (8%) (Walnuts, Almonds), Vegetable Fibres (Chickpea, Maize), Chicory Root Fibre, Extra Virgin Olive Oil, Puffed Sorghum, Dates, Coconut, Quinoa, Dried Carrot, Puffed Lentils, Natural Flavourings. Mengons see ingredients in bold. DC",Ultra processed foods
https://images.openfoodfacts.org/images/products/611/124/672/1261/front_en.14.400.jpg,MILKY FOOD PROFESSIONAL,Fromage blanc nature - MILKY FOOD PROFESSIONAL - 1kg,"Dairies,  Fermented foods"," fr:Fromages blancs,  fr:Fromages blancs natures","French: 
Ferments lactiques, Présure, Sel.",Processed foods
https://images.openfoodfacts.org/images/products/405/648/952/6889/front_fr.53.400.jpg,Crownfield,Crunchy Muesli Red Berries - Crownfield - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Crunchy mueslis with fruits,  Crunchy muesli with fruits not fortified with vitamins and chemical elements","French: 
                    
                    59% flocons d'avoine complète, sucre, huile de tournesol, farines 57% farine de blé complète, 2% blé), 3% fruits lyophilisés en proportion variable (mûres, myrtilles, framboises), 2,5% noix de coco râpée, sirop de glucose, mélasse, sel, extrait de malt d'orge, émulsifiant : lécithines (tournesol) ; cannelle, antioxydants : extrait riche en tocophérols.",Ultra processed foods
https://images.openfoodfacts.org/images/products/800/227/093/6777/front_fr.25.400.jpg,"San Pellegrino, Nestlé",Limonata - San Pellegrino - 33 cl,"Plant-based foods and beverages,  Beverages"," Lemonade,  Sweetened beverages","French: 
                    
                    Eau, jus de citron à base de concentré (11%), sucre, jus de citron (5%), dioxyde de carbone, arôme naturel de citron",Ultra processed foods
https://images.openfoodfacts.org/images/products/302/329/006/3873/front_fr.33.400.jpg,Siggi's,Skyr Mangue passion - Siggi's - 2 x 140 g,"Dairies,  Fermented foods"," Fermented dairy desserts,  Skyrs","French: 
                    
                    Lait pasteurisé à 2,2% de matières grasses (86%), sucre de canne (4,5%), purée de mangue (4%), jus de fruit de la passion (2,8%), amidon, jus de citron concentré, ferments lactiques (lait).",Processed foods
https://images.openfoodfacts.org/images/products/871/920/023/3041/front_de.53.400.jpg,"Rama, Upfield",Rama - 400g,"Plant-based foods and beverages,  Plant-based foods"," Margarines,  de:Dreiviertelfettmargarinen","three-quarter fat margarine 60% : vegetable oils and fats (rapeseed, palm sunflower in variable proportions), drinking water, table salt (0.5%), emulsifiers (lecithins, mono - and diglycerides of edible fatty acids), natural flavourings, sweeteners (citric acid), vitamins (a, d, e), colouring agent (carotene) 100% vegetable",Ultra processed foods
https://images.openfoodfacts.org/images/products/739/437/662/0720/front_en.10.400.jpg,Oatly,Oatly Semi Oat Drink,"Plant-based foods and beverages,  Beverages"," Oat-based drinks,  Pat milks","Water, OATS 10%, rapeseed oil, acidity regulator (dipotassium phosphate), minerals (calcium carbonate, potassium iodide), salt, vitamins (D2, riboflavin, B12).",Processed foods
https://images.openfoodfacts.org/images/products/302/176/040/0012/front_fr.70.400.jpg,"Materne, Pom' Potes",Pom'Potes Pomme - Materne - 90 g e,"Plant-based foods and beverages,  Plant-based foods"," Compotes to drink,  Light compotes",": 
                    
                    Pomme 96,2 %, sucre, jus de citron concentré (si nécessaire pour réguler l'acidité), antioxydant : acide ascorbique.",Processed foods
https://images.openfoodfacts.org/images/products/303/835/001/3606/front_fr.152.400.jpg,Panzani,Panzani torti 500g - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Durum wheat pasta,  Torti","French: 
                    
                    Semoule de BLÉ dur de qualité supérieure. Peut contenir du soja et de la moutarde. Si le numéro de lot contient la lettre N: peut contenir de l'œuf.",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/308/886/654/1056/front_en.90.400.jpg,Brossard,"Brossard - Cake Anglais (English Cake Style), 400g (14.1oz) - 400 g","Snacks,  Desserts"," Cakes,  Fruit cakes","candied fruit is 20.5 % [bigarreaux candied 15,3 % (bigarreaux, sugar, acidifier : citric acid, conservative : sorbate of potassium, dye : cochineal red), papaya, candied 5,2 % (papaya, sugar, preservative : potassium sorbate, acidifier : citric acid)], wheat flour , raisins, a drop of 16.3 % (raisins, vegetable oils : rapeseed - cotton), fresh eggs, sugar, rapeseed oil, stabiliser : sorbitols, glucose-fructose syrup, extract of malted barley , dextrose, extract aroma : rum - infusion of the peel of sweet oranges - the aromas, flavours, powders a lift : diphosphates - carbonates of sodium, gelling agent : sodium alginate, salt, natural aroma of orange, corrector of acidity : citric acid, flour from malted wheat, preservative : sulphur dioxide",Ultra processed foods
https://images.openfoodfacts.org/images/products/312/448/016/7125/front_fr.149.400.jpg,Pulco,"Citronnade L'Originale - Pulco - 1,5 L","Beverages,  Non-alcoholic beverages"," Sweetened beverages,  fr:Citronnades",": 
                    
                    Eau de source 80%, jus de citron à base de concentré 12%, sucre, pulpe de citron 0,7%, arômes naturels de citron avec autres arômes naturels, vitamine C.",Ultra processed foods
https://images.openfoodfacts.org/images/products/317/568/112/3014/front_en.62.400.jpg,Gerblé,"Gerblé - Sugar Free Cocoa Filled Cookie, 185g (6.6oz) - 185 g","Snacks,  Sweet snacks"," Filled biscuits,  fr:Biscuits édulcorés","farine de blé, édulcorant : maltitols, huile de tournesol oléique, cacao maigre en poudre 5,1%, beurre de cacao, amidon de blé, sel, lait écrémé en poudre, arôme naturel de vanille, poudres à lever (carbonates de sodium, acide citrique, carbonates d'ammonium), épaississant : gomme d'acacia, jaune d'œuf en poudre, émulsifiant : lécithines de soja",Ultra processed foods
https://images.openfoodfacts.org/images/products/322/982/079/4549/front_fr.93.400.jpg,Bjorg,"Muesli fibres - Son de blé, Figues, Pruneaux - Bjorg - 375 g","Plant-based foods and beverages,  Plant-based foods"," Bircher-style mueslis with fruits,  Bircher-style sugar free muesli flakes with fruits","oatmeal 31%, rye flakes 23%, wheat bran 12%, barley flakes 10%, figs 8% (figs, rice flour), prunes 7.5% (prunes, rice flour), sunflower seeds 5%, buckwheat seeds 2%, freeze-dried strawberries, freeze-dried blackcover,

organic ingredients",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/325/654/000/1794/front_en.9.400.jpg,Pasquier,Brioche tressée pépites de chocolat - Pasquier - 630 g,"Snacks,  Sweet snacks"," fr:Brioches tressées,  Brioche filled with chocolate drops","ingredients braided brioche with chocolate chips: ble flour 41% - fresh eggs 15%-chocolate chips 10% (sugar, cocoa mass, cocoa butter, emulsifier: soy lecithins) - vegetable fat (palm) - sourdough 6% (ble flour 3%, water, salt)- fructose-glucose-sugar syrup - yeast-salt-emulsifier: mono and diglycerides of fatty acids gluten from ble-thickening: guar gum - aroma - ascorbic acid antioxidant - milk proteins,  allergen information",Ultra processed foods
